,design_dimension,entity_1_c_terminal_helix,entity_1_c_terminal_orientation,entity_1_max_radius,entity_1_min_radius,entity_1_n_terminal_helix,entity_1_n_terminal_orientation,entity_1_name,entity_1_number_of_residues,entity_1_radius,entity_1_symmetry,entity_1_thermophile,entity_2_c_terminal_helix,entity_2_c_terminal_orientation,entity_2_max_radius,entity_2_min_radius,entity_2_n_terminal_helix,entity_2_n_terminal_orientation,entity_2_name,entity_2_number_of_residues,entity_2_radius,entity_2_symmetry,entity_2_thermophile,entity_max_radius_average_deviation,entity_max_radius_ratio_1v2,entity_maximum_radius,entity_min_radius_average_deviation,entity_min_radius_ratio_1v2,entity_minimum_radius,entity_number_of_residues_average_deviation,entity_number_of_residues_ratio_1v2,entity_radius_average_deviation,entity_radius_ratio_1v2,entity_residue_length_total,entity_thermophilicity,interface_b_factor_per_residue,interface_secondary_structure_count,interface_secondary_structure_fragment_count,interface_secondary_structure_fragment_topology,interface_secondary_structure_fragment_topology_1,interface_secondary_structure_fragment_topology_2,interface_secondary_structure_topology,interface_secondary_structure_topology_1,interface_secondary_structure_topology_2,multiple_fragment_ratio,nanohedra_score,nanohedra_score_center,nanohedra_score_center_normalized,nanohedra_score_normalized,number_fragment_residues_center,number_fragment_residues_total,number_of_fragments,observations,percent_fragment,percent_fragment_coil,percent_fragment_helix,percent_fragment_strand,percent_residues_fragment_center,percent_residues_fragment_total,symmetry_group_1,symmetry_group_2,total_interface_residues,total_non_fragment_interface_residues,buried_unsatisfied_hbond_density,buried_unsatisfied_hbonds,contact_count,core,entity_1_number_of_mutations,entity_1_percent_mutations,entity_2_number_of_mutations,entity_2_percent_mutations,errat_accuracy,favor_residue_energy,interaction_energy_complex,interaction_energy_per_residue,interface_area_hydrophobic,interface_area_polar,interface_area_to_residue_surface_ratio,interface_area_total,interface_bound_activation_energy,interface_composition_similarity,interface_connectivity,interface_connectivity_1,interface_connectivity_2,interface_energy,interface_energy_bound,interface_energy_complex,interface_energy_density,interface_energy_unbound,interface_local_density,interface_separation,number_hbonds,number_of_mutations,percent_core,percent_interface_area_hydrophobic,percent_interface_area_polar,percent_mutations,percent_rim,percent_support,rim,rmsd_complex,rosetta_reference_energy,shape_complementarity,solvation_energy,solvation_energy_activation,solvation_energy_bound,solvation_energy_complex,solvation_energy_unbound,support
I53_Designs-I53-03,0,1,-1,102.3872042249421,52.75676629589801,0,-1,1di0,148,75.74963813155276,C5,0,0,-1,117.58475224704944,79.09843342949341,0,1,3k6a,173,99.70495047584728,C3,0,0.1292476084839366,0.8707523915160633,117.58475224704944,0.3330238791274643,0.6669761208725357,52.75676629589801,0.1445086705202312,0.8554913294797688,0.2402620153760318,0.7597379846239681,321,0.0,0.18,10,2,HH,H,H,CTHHHCHTCH,CTHH,HCHTCH,1.0,2.694707877597812,0.4491179795996353,0.2245589897998176,0.2694707877597811,2,10,1,1,0.2439024390243902,0.5,0.5,0.0,0.048780487804878,0.2439024390243902,C5,C3,41,39,0.00144317768701,1.0,3.269736766815186,10.0,0.0,0.0,0.0,0.0,96.8976,0.0,-33.16034056091665,-0.8087887763977051,622.1519644328876,70.76340489474785,0.3295617722208426,692.9153693276357,48.43455849610882,0.4174089501728623,35.58189582824707,17.70689582824707,17.875,13.355889751929908,-160.7192335951906,-195.7979023393695,0.0192749220801519,-209.1537920912994,41.60416666666666,0.5985637605190277,9.0,0.0,0.2564102564102564,0.8978758329990388,0.1021241670009607,0.0,0.358974358974359,0.3333333333333333,14.0,0.174215990603962,183.2709599999999,0.6990965008735657,2.786399548200677,-3.2610806516601656,368.4570180157256,362.4095378158647,365.1959373640654,13.0
I53_Designs-I53-04,0,1,1,107.64218751957804,60.993610001376375,0,1,1di0_1,148,86.3824520884029,C5,0,1,-1,100.8452618470496,46.10223827538095,1,1,3l8r_1,102,75.08249475038215,C3,0,0.0673995540101548,1.0673995540101548,107.64218751957804,0.3230075649916453,1.3230075649916453,46.10223827538095,0.4509803921568627,1.4509803921568627,0.1505005577610116,1.1505005577610117,250,0.0,0.48,7,3,HHH,HH,H,HHTTHCH,HHTT,HCH,3.0476190476190474,41.655478560484525,10.36248397551688,0.4934516178817562,0.8678224700100943,21,48,32,1,1.0434782608695652,0.0,1.0,0.0,0.4565217391304347,1.0,C5,C3,46,25,0.0,0.0,2.961538553237915,11.0,0.0,0.0,0.0,0.0,97.0748,0.0,-29.3728904173018,-0.6385411024093628,634.861777840704,214.65009375841248,0.4129984815446432,849.5118715991164,87.2224777026573,0.3029420876447625,35.50520896911621,16.45833396911621,19.046875,50.792131532085634,-32.21393412560402,-68.6442802961757,0.0597897842633732,-119.43641182826131,56.766666666666666,0.5081081241369247,9.0,0.0,0.2558139534883721,0.7473253748009946,0.2526746251990056,0.0,0.2790697674418604,0.4418604651162791,12.0,0.2301065915576096,118.79354,0.6855461597442627,-10.977624757248575,-3.2430663519780865,431.3526537538156,439.0872121590861,428.10958740183753,19.0
I53_Designs-I53-05,0,0,-1,150.28888520446213,101.99821750403288,1,1,1o68_1,249,125.12155208628158,C5,0,1,-1,129.0342436487307,85.16116865097612,1,1,1sed_1,112,101.81332095131177,C3,0,0.1647209372853988,1.1647209372853988,150.28888520446213,0.1977080530923851,1.1977080530923851,85.16116865097612,1.2232142857142856,2.2232142857142856,0.2289310565374454,1.2289310565374454,361,0.0,0.24,5,4,HHHH,HH,HH,HHHCH,HH,HCH,1.0,9.207387415968109,1.534564569328018,0.2557607615546697,0.3069129138656035,6,30,3,1,0.8823529411764706,0.0,1.0,0.0,0.1764705882352941,0.8823529411764706,C5,C3,34,28,0.0014330553014722,1.0,3.848214387893677,5.0,0.0,0.0,0.0,0.0,98.1637,0.0,-40.80596413707656,-1.200175404548645,491.7796702481713,206.0301065082849,0.4242319087015085,697.8097767564561,9.225629514639394,0.3060593373370778,35.89194107055665,19.82051277160645,16.0714282989502,-37.665202975534726,-218.18686217347167,-265.0776946636458,-0.053976318805118,-227.41249168811103,64.70175438596492,0.5587471425533295,7.0,0.0,0.1515151515151515,0.7047474636054121,0.2952525363945879,0.0,0.3333333333333333,0.4848484848484848,11.0,0.210246144260617,192.1165600000001,0.6968016028404236,-5.90711570138717,-5.565649518938869,263.8414575168007,264.182923699249,258.2758079978618,16.0
I53_Designs-I53-06,0,0,1,135.30526161979066,89.20151095693392,1,-1,1o66,249,111.7550797847668,C5,0,0,-1,148.4699723075343,101.6531295189676,1,1,1woz,159,124.45750442122696,C3,1,0.0886691799232968,0.9113308200767032,148.4699723075343,0.1224912466635895,0.8775087533364104,89.20151095693392,0.5660377358490567,1.5660377358490567,0.1020623440549536,0.8979376559450464,408,0.5,0.22,12,4,HHHH,HH,HH,HCHCTTCHCHHC,HCHCTTCHC,HHC,1.6,13.01120343749544,2.261803612837024,0.4523607225674048,0.6195811160712114,5,21,4,1,0.6176470588235294,0.25,0.75,0.0,0.1470588235294117,0.6176470588235294,C5,C3,34,29,0.0090887267061572,6.0,3.308724880218506,7.0,0.0,0.0,0.0,0.0,97.6534,0.0,-38.38491268065495,-1.128968000411987,543.6139244504708,116.54455472739386,0.4373565952335094,660.1584791778648,35.31580088900171,0.3954944918776381,37.501333236694336,19.52458953857422,17.97674369812012,-6.4722466047088005,-268.8428788346646,-310.6309263283751,-0.0098040800941753,-304.1586797236663,49.44186046511628,0.6365459561347961,7.0,0.0,0.21875,0.8234597321653219,0.1765402678346778,0.0,0.28125,0.5,9.0,0.1649266622519882,218.0531999999999,0.6396558284759521,16.306106662150114,8.573343532803733,368.518901695084,360.7861385657376,377.0922452278877,16.0
I53_Designs-I53-07,0,1,1,117.3528596413398,73.58311102420174,1,1,1ojx_1,252,97.7973547483832,C5,1,1,-1,113.53679224374802,58.52546308231999,1,1,3l8r_1,102,87.39303977111133,C3,0,0.0336108438698814,1.0336108438698814,117.3528596413398,0.2572837043715854,1.2572837043715854,58.52546308231999,1.4705882352941178,2.4705882352941178,0.1190519863426369,1.119051986342637,354,0.5,0.77,15,2,HH,H,H,HTGHHCTHCHTHHHH,HTGHHCTHC,HTHHHH,2.0,19.72951050342412,4.115159621524584,0.5878799459320835,1.0960839168568954,7,18,7,1,0.4090909090909091,0.0,1.0,0.0,0.1590909090909091,0.4090909090909091,C5,C3,44,37,0.0020076591457768,2.0,3.361581802368164,15.0,0.0,0.0,0.0,0.0,98.8764,0.0,-21.84983816881361,-0.4965872168540955,776.1626256697083,220.0224111215232,0.3585162488092909,996.1850367912318,37.315126913848985,0.5797164237299494,36.559720993042,18.0684928894043,18.4912281036377,-0.5738743164944253,-226.0767625412392,-263.9657637715826,-0.0005760720100182,-263.3918894550882,36.87096774193548,0.6628285646438599,13.0,0.0,0.3571428571428571,0.7791349970179956,0.220865002982004,0.0,0.2619047619047619,0.3571428571428571,11.0,0.0635568821822163,159.2828600000002,0.6424954533576965,-7.2232374880539965,-4.66882769007492,465.5439861400875,468.0983959380666,460.8751584500126,15.0
I53_Designs-I53-08,0,1,-1,139.83202947107645,71.7941429157003,0,1,1t0t,243,109.06664480588704,C5,1,0,1,104.6059418293244,62.234617521119226,0,1,1mww,120,83.77612134365914,C3,0,0.336750351134232,1.336750351134232,139.83202947107645,0.153604629952728,1.153604629952728,62.234617521119226,1.025,2.025,0.3018822434913562,1.3018822434913562,363,0.5,0.52,8,3,HHH,HH,H,HGHCHCTH,HGHC,HCTH,5.733333333333333,54.10438764483858,13.627312733562592,0.9084875155708396,1.4622807471577994,15,37,43,1,1.0571428571428572,0.0,1.0,0.0,0.4285714285714285,1.0,C5,C3,35,20,0.0013800078119434,1.0,3.189780950546265,14.0,0.0,0.0,0.0,0.0,99.2459,0.0,-31.62148232405133,-0.9034709334373474,593.8230909507091,130.81048818225065,0.3289081812013226,724.6335791329598,37.86406402571734,0.3917814210206263,31.943459510803223,15.17073154449463,16.77272796630859,5.050870589826332,-195.47413174100208,-228.2873251768931,0.0069702408710755,-233.33819576671945,54.362637362637365,0.6201069355010986,6.0,0.0,0.4516129032258064,0.8194805044243626,0.1805194955756374,0.0,0.2903225806451613,0.2580645161290322,9.0,0.0474870408387057,138.1676699999999,0.6892917156219482,-4.567562535513332,-7.760419171073863,312.4584287753541,309.2655721397936,304.6980096042803,8.0
I53_Designs-I53-09,0,1,1,149.767410633956,81.24268628621286,0,-1,1t0t,243,114.28938233544774,C5,1,0,-1,117.13777150859582,70.37434568079479,1,1,1woz,159,93.33549235841394,C3,1,0.2785577931450209,1.278557793145021,149.767410633956,0.1544361158924998,1.1544361158924998,70.37434568079479,0.5283018867924529,1.528301886792453,0.2245007707954183,1.2245007707954183,402,1.0,0.0,10,2,HH,H,H,CTHCHTTCHH,CTHCHT,TCHH,3.076923076923077,29.8679610590012,6.758152672937076,0.5198578979182366,0.7859989752368737,13,38,20,1,1.0555555555555556,0.0,1.0,0.0,0.3611111111111111,1.0,C5,C3,36,23,0.002575604997428,2.0,3.205673694610596,14.0,0.0,0.0,0.0,0.0,99.1573,0.0,-34.78680383535416,-0.966300129890442,685.5261727519764,90.99041344705518,0.3354396868422326,776.5165861990322,36.49374947857643,0.4184507242682767,32.59280204772949,13.6136360168457,18.97916603088379,0.1969019066184216,-210.8952357699345,-247.1920833418925,0.0002535707673447,-247.3889852485109,41.06521739130435,0.4261081516742706,12.0,0.0,0.3888888888888889,0.8828223182038591,0.11717768179614,0.0,0.2777777777777778,0.2222222222222222,10.0,0.0441321668190669,136.777,0.7640472650527954,-3.804270882230412,-8.982930861075431,354.99190641560324,349.8132464367582,346.0089755545278,8.0
I53_Designs-I53-10,0,1,-1,165.0867841651778,96.30628679894164,0,1,1t0t_1,243,133.90424088895818,C5,1,1,-1,134.7364627003396,90.98732321592937,0,1,2c0a_1,214,112.72441547559164,C3,0,0.2252569264219055,1.2252569264219055,165.0867841651778,0.0584582928150265,1.0584582928150266,90.98732321592937,0.1355140186915888,1.1355140186915889,0.1878903103999918,1.1878903103999918,457,0.5,1.55,7,4,HHHH,HH,HH,HGHHHTH,HGH,HHTH,1.6666666666666667,22.886363815147053,3.814393969191176,0.6357323281985293,0.7628787938382351,6,30,5,1,1.1111111111111112,0.0,1.0,0.0,0.2222222222222222,1.0,C5,C3,27,21,0.0,0.0,3.3203125,10.0,0.0,0.0,0.0,0.0,98.7831,0.0,-30.23719852063726,-1.119896292686462,501.2602677169291,77.8184135822537,0.4193985013227205,579.0786812991829,21.327411415585857,0.4773202571710495,35.43612003326416,15.31707286834717,20.11904716491699,-11.175613799607731,-223.1521181134024,-255.655143328596,-0.0192989556696075,-244.47952952898828,42.25,0.5645667910575867,3.0,0.0,0.3846153846153846,0.8656168564042704,0.1343831435957293,0.0,0.2307692307692307,0.3846153846153846,6.0,0.0855251028054489,211.9730599999998,0.7216712236404419,0.5867011997522127,-5.592327894431946,289.38538829305344,283.2063591988693,283.7930603986215,10.0
I53_Designs-I53-11,0,1,-1,129.95126786222593,62.04406580004248,0,1,1t0t_1,243,99.37376549897688,C5,1,0,-1,122.61700453852232,75.78112810588135,0,1,2fb6_1,116,94.34880688406103,C3,0,0.0598144062587944,1.0598144062587944,129.95126786222593,0.1812728663348144,0.8187271336651856,62.04406580004248,1.0948275862068964,2.0948275862068964,0.053259376359583,1.053259376359583,359,0.5,1.1,9,2,HH,H,H,THGHCHHHC,THGHC,HHHC,3.3846153846153846,38.08183185899656,8.752649354358065,0.673280719566005,1.228446188999889,13,31,22,1,0.9117647058823528,0.0,1.0,0.0,0.3823529411764705,0.9117647058823528,C5,C3,34,21,0.0,0.0,3.009966850280762,6.0,0.0,0.0,0.0,0.0,99.3664,0.0,-28.13137472733311,-0.8273933529853821,480.8698885896159,225.05051077104656,0.304983361639675,705.9203993606616,20.947399831855705,0.5668651464612506,33.186153411865234,16.34000015258789,16.84615325927734,-8.69988776192855,-282.43880009794293,-312.0860876917272,-0.0123241767341018,-303.38619992979864,45.48780487804878,0.5460590422153473,10.0,0.0,0.2,0.6811956263413417,0.3188043736586596,0.0,0.4666666666666667,0.3333333333333333,14.0,0.0324162571172353,162.64523,0.6911810040473938,-5.737679883993678,0.3785793777822164,346.9489338255932,353.0651930873691,347.3275132033754,10.0
I53_Designs-I53-12,0,1,-1,138.97707694076746,70.87116793873231,0,1,1t0t,243,108.23556025093568,C5,1,1,-1,109.3369597940239,62.52433724558782,0,-1,3vnp,171,87.15259889039058,C3,1,0.2710896407087004,1.2710896407087005,138.97707694076746,0.1334973077820749,1.133497307782075,62.52433724558782,0.4210526315789473,1.4210526315789471,0.2419085790781816,1.2419085790781816,414,1.0,0.74,14,2,HH,H,H,HCHGHCTBTTTECH,HCHGHCT,BTTTECH,3.1666666666666665,33.6516900868464,7.837509089244929,0.6531257574370773,1.2942957725710154,12,26,19,1,0.6046511627906976,0.0,1.0,0.0,0.2790697674418604,0.6046511627906976,C5,C3,43,31,0.0,0.0,3.362666606903076,13.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.99626775022323,-0.8138666749000549,873.5699476727222,183.01522536412543,0.3914706501928894,1056.585173036847,43.28811853107919,0.7283152240963789,32.21720504760742,15.73333358764648,16.48387145996094,-0.5188052452226088,-265.1119651607978,-308.9188889370996,-0.0004910207510592,-308.400083691877,51.48648648648648,0.6521556675434113,16.0,0.0,0.325,0.8267861124360654,0.1732138875639352,0.0,0.25,0.4,10.0,0.131657825235482,178.29775,0.6630194187164307,-4.380436460288649,-0.0888711037240455,481.109797619376,485.4013629759406,481.0209265156519,16.0
I53_Designs-I53-13,0,1,-1,137.6554456932235,64.43595674776623,0,1,1vdh_1,247,102.07503540424734,C5,0,0,1,105.37908739878137,62.54099572280569,0,1,1jd1_1,125,83.53543928129824,C3,0,0.30628807945831,1.30628807945831,137.6554456932235,0.0302995019996066,1.0302995019996066,62.54099572280569,0.976,1.976,0.2219368962736718,1.221936896273672,372,0.0,0.0,15,2,HH,H,H,HHHCGTEHTTTECHC,HHHCGTE,HTTTECHC,2.5,17.16100959625968,3.4798583704025035,0.4349822963003129,0.6864403838503873,8,25,10,1,0.5952380952380952,0.0,1.0,0.0,0.1904761904761904,0.5952380952380952,C5,C3,42,34,0.0011609079894429,1.0,3.047887325286865,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.87862588474972,-0.5685387253761292,593.6691529106838,267.72555631155967,0.3529920631506283,861.394709222244,27.619047638706604,0.4281849676352539,32.77390193939209,15.5892858505249,17.18461608886719,-1.4338489605943892,-304.7408634581127,-333.7937600574137,-0.0016645667140085,-332.3599110968193,35.64646464646464,0.6205227971076965,14.0,0.0,0.175,0.6891952626998482,0.3108047373001512,0.0,0.425,0.375,17.0,0.1617847874811424,130.2077000000001,0.6864408254623413,-7.064922373879085,-3.949040390928985,421.5537570310796,424.6696390140297,417.6047166401506,15.0
I53_Designs-I53-14,0,1,-1,141.3965599793715,68.02663339457568,0,1,1vdh,247,105.73005028339183,C5,0,0,-1,97.65218837281633,57.67922229884866,0,-1,1mww,120,79.15094415075639,C3,0,0.4479609964248625,1.4479609964248623,141.3965599793715,0.1793958150495653,1.1793958150495654,57.67922229884866,1.0583333333333331,2.058333333333333,0.335802767962073,1.335802767962073,367,0.0,4.53,64,2,HH,H,H,CEHHECTCHCGEEETEGHETCHCHECEHCCCEHECTCHGEEETEGHETCHCHECEHCHHCGEGC,CEHHECTCHCGEEETEGHETCHCHECEHCC,CEHECTCHGEEETEGHETCHCHECEHCHHCGEGC,2.25,21.988060369496225,4.486128194417273,0.5607660243021592,0.8795224147798489,8,25,9,1,0.2032520325203252,0.0,1.0,0.0,0.065040650406504,0.2032520325203252,C5,C3,123,115,0.0028271918701343,11.0,4.877880096435547,49.0,0.0,0.0,0.0,0.0,0.0,0.0,-111.4697208206242,-0.9062578678131104,2599.4255450330747,1291.3609686807608,0.466987128164496,3890.786513713837,122.93023339559352,0.6718515275554623,33.52598190307617,17.29383850097656,16.23214340209961,-5.780120456153554,-595.1729611705221,-723.8833150222691,-0.0014855917783667,-718.1031945661156,107.62091503267972,0.5914060771465302,59.0,0.0,0.4375,0.6680977061760884,0.3319022938239111,0.0,0.2053571428571428,0.3482142857142857,23.0,0.1041675609718091,117.20813,0.682077944278717,-78.72017391578879,-5.5982550140183776,934.9584223554526,1008.080341257223,929.3601673414342,39.0
I53_Designs-I53-15,0,1,-1,140.27201443980192,66.92951960831633,0,1,1vdh,247,104.4761603703748,C5,0,0,1,102.20445139523032,61.141429538407095,0,-1,1otg,125,83.16124351219125,C3,0,0.3724648244268951,1.372464824426895,140.27201443980192,0.0946672348619741,1.094667234861974,61.141429538407095,0.976,1.976,0.256308298889961,1.256308298889961,372,0.0,0.15,16,4,HHHH,HH,HH,HCHHCHTGTGCTHTGH,HCHHCHTG,TGCTHTGH,2.4,20.19572418972544,4.076434278889384,0.4076434278889383,0.611991642112892,10,33,12,1,0.6875,0.0,1.0,0.0,0.2083333333333333,0.6875,C5,C3,48,38,0.0,0.0,3.557291746139526,14.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.38905440428616,-0.8206052780151367,843.0002498424176,284.275931831805,0.3946917987901977,1127.2761816742218,45.53607735825352,0.5932843051937435,30.98412704467774,16.38095283508301,14.60317420959473,-4.286911607607067,-272.937916644731,-322.7609056105916,-0.0038028938048173,-318.4739940029845,48.87586206896552,0.5655781030654907,23.0,0.0,0.3043478260869565,0.7478205106670489,0.2521794893329517,0.0,0.3043478260869565,0.3695652173913043,14.0,0.2216483701722075,122.1334599999999,0.6200360059738159,4.65021232586173,4.305779790856207,424.6746928701935,424.330260335188,428.9804726610497,17.0
I53_Designs-I53-16,0,1,-1,142.46805069558576,68.16774672819984,0,1,1vdh,247,106.79977985208056,C5,0,0,1,100.64010094390802,63.236146712145576,0,-1,3e6q,126,83.61688450171773,C3,0,0.4156191156345385,1.4156191156345386,142.46805069558576,0.0779870417864514,1.0779870417864514,63.236146712145576,0.9603174603174602,1.96031746031746,0.2772513648231725,1.2772513648231725,373,0.0,0.51,9,3,HHH,HH,H,CCHHCCTHH,CCHH,CCTHH,2.363636363636364,30.008297801061996,6.338429779451989,0.5762208890410899,0.8825969941488822,11,34,13,1,0.9714285714285714,0.0384615384615384,0.9615384615384616,0.0,0.3142857142857143,0.9714285714285714,C5,C3,35,24,0.0025842911874558,2.0,3.039999961853027,9.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.79239993762362,-0.8226400017738342,480.6808112539829,293.2257863105591,0.3874864678999324,773.9065975645426,17.063140172330634,0.5587910523227451,31.18563652038575,15.46341419219971,15.72222232818604,-28.62549472516332,-262.57451404341407,-308.263148940908,-0.0369883068774019,-279.6376542157447,45.31707317073171,0.6221890449523926,10.0,0.0,0.2727272727272727,0.621109592251402,0.3788904077485972,0.0,0.3636363636363636,0.3636363636363636,12.0,0.0612985667508915,125.49008,0.6529258489608765,-23.00487633113022,-2.0637132838733123,295.1000403059536,316.0412033532105,293.0363270220803,12.0
I53_Designs-I53-17,0,0,1,117.6623107711216,70.30011405396154,0,-1,1y60,169,94.44644190938128,C5,0,0,1,101.47283373888796,62.70986290847716,0,1,3b64,112,81.02484618242313,C3,0,0.1595449386373966,1.1595449386373966,117.6623107711216,0.1210375974918342,1.1210375974918343,62.70986290847716,0.5089285714285714,1.5089285714285714,0.165647901345473,1.165647901345473,281,0.0,10.21,63,0,,,,CEETHCBTBCEETETECHCHGTEHTHTCTCCEETHCBTBCEETETECHCHGTEHTHTCTCHTH,CEETHCBTBCEETETECHCHGTEHTHTCTC,CEETHCBTBCEETETECHCHGTEHTHTCTCHTH,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,C5,C3,113,113,0.0031807289076762,13.0,4.421621799468994,50.0,0.0,0.0,0.0,0.0,98.0129,0.0,-140.6389647314575,-1.233675122261047,2897.296544540364,1189.816937097842,0.5717812989974114,4087.113481638204,118.90555741384952,0.7586554577002967,35.64130401611328,18.39130401611328,17.25,-32.16044216072589,-417.45062274648063,-568.516622321056,-0.00786874215879,-536.3561801603302,132.04465212876428,0.5427495241165161,51.0,0.0,0.4672897196261682,0.7088857594869288,0.2911142405130717,0.0,0.2149532710280373,0.308411214953271,23.0,7.380937635627511e-14,152.85928,0.6906881332397461,-61.39837106426921,-22.07387366028979,664.9771780268023,704.3016754307818,642.9033043665125,33.0
I53_Designs-I53-18,0,0,1,129.01903187127084,81.32823269320438,0,-1,1y60,169,105.54044699950936,C5,0,0,-1,123.54907223447694,91.99368721819992,0,1,3fuy,156,109.5880979599736,C3,0,0.0442735792172745,1.0442735792172746,129.01903187127084,0.1159368087910003,0.8840631912089997,81.32823269320438,0.0833333333333332,1.0833333333333333,0.0369351328822462,0.9630648671177536,325,0.0,0.59,11,2,HH,H,H,TETCTHHBTEH,TETCTHH,BTEH,1.0,3.0918441060895963,0.5153073510149327,0.2576536755074664,0.3091844106089596,2,10,1,1,0.2702702702702703,0.0,1.0,0.0,0.054054054054054,0.2702702702702703,C5,C3,37,35,0.001435233539238,1.0,2.978873252868652,8.0,0.0,0.0,0.0,0.0,97.9846,0.0,-27.27885133167991,-0.7178645133972168,560.089692962957,136.66102576040805,0.3974531003798829,696.7507187233653,23.460877214041037,0.3636995279638788,36.03247833251953,18.4769229888916,17.55555534362793,-9.110021939158456,-274.5675503927455,-307.138449545945,-0.0130750090302747,-298.0284276067865,44.9277108433735,0.4431164860725403,15.0,0.0,0.2162162162162162,0.803859512321985,0.1961404876780146,0.0,0.3243243243243243,0.4594594594594595,12.0,0.1324625733304944,131.4007700000001,0.7507387399673462,5.506018210553691,1.511065520676425,362.3009925686743,358.306039878797,363.8120580893506,17.0
I53_Designs-I53-19,0,0,1,120.16363274302256,72.71894115703282,0,-1,1y60,169,96.8556359255168,C5,0,1,1,134.17977556248928,85.01637033536541,1,-1,4e38,213,110.11039982194518,C3,0,0.1044579390650362,0.8955420609349638,134.17977556248928,0.1446477793608775,0.8553522206391224,72.71894115703282,0.2065727699530516,0.7934272300469484,0.1203770390250339,0.8796229609749661,382,0.0,0.74,14,2,HH,H,H,ECTCHCHTGHHTHH,ECTCHCH,TGHHTHH,1.0,3.1211173507574186,0.5201862251262364,0.2600931125631182,0.3121117350757418,2,10,1,1,0.2631578947368421,0.0,1.0,0.0,0.0526315789473684,0.2631578947368421,C5,C3,38,36,0.004584132917197,3.0,3.485185146331787,6.0,0.0,0.0,0.0,0.0,98.3831,0.0,-34.00279927535215,-0.8948104977607727,578.6997043839141,75.73158157328595,0.3898763603276159,654.4312859572003,25.207078818356308,0.3491435383400827,40.47793197631836,20.01639366149902,20.46153831481934,-12.899289672955945,-282.42214638734265,-320.5285148786549,-0.0197106861327524,-307.62922520569896,43.47058823529412,0.5669105648994446,17.0,0.0,0.1764705882352941,0.8842787880128349,0.1157212119871646,0.0,0.3235294117647059,0.4705882352941176,11.0,0.2205469874747992,204.0995199999998,0.6988694667816162,6.021827482805918,-1.665858031873313,347.76207683934774,340.0743913246685,346.09621880747443,16.0
I53_Designs-I53-20,0,0,1,122.05995334260946,74.55718789627196,0,-1,1y60,169,98.576521380129,C5,0,1,1,135.77156106121782,86.63980081348295,1,-1,4e38,213,111.75959710066772,C3,0,0.1009902781660289,0.8990097218339711,135.77156106121782,0.1394579950988378,0.8605420049011622,74.55718789627196,0.2065727699530516,0.7934272300469484,0.1179592273284952,0.8820407726715047,382,0.0,0.47,14,0,,,,ECTCHCHTGHHTHH,ECTCHCH,TGHHTHH,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,C5,C3,34,34,0.003299729132355,2.0,3.268774747848511,9.0,0.0,0.0,0.0,0.0,98.8372,0.0,-35.05394233592184,-1.030998349189758,500.8509065586377,105.2594497094708,0.3561225998709119,606.1103562681087,27.311679915931222,0.4198156231789267,40.19572830200195,19.8035717010498,20.39215660095215,-5.28599564959552,-268.17316054153184,-300.7708361070586,-0.0087211769192362,-295.48484045746306,41.10526315789474,0.5276807248592377,17.0,0.0,0.28125,0.8263361636689965,0.173663836331003,0.0,0.28125,0.375,9.0,0.1170990447207396,200.7532999999998,0.734041154384613,0.6855397193843942,-2.9605901429084724,336.7178097793999,333.071679917107,333.7572196364914,12.0
I53_Designs-I53-21,0,1,-1,117.72814704224304,74.908852060354,0,-1,2a59,146,96.16178654774076,C5,0,0,1,137.48175078169467,92.5557900944074,0,1,1m65,234,116.3338859150524,C3,0,0.143681642306244,0.856318357693756,137.48175078169467,0.1906627129005481,0.8093372870994519,74.908852060354,0.376068376068376,0.6239316239316239,0.1733983113229914,0.8266016886770086,380,0.0,0.73,11,2,HH,H,H,CTHEHTTCHCH,CTHEHT,TCHCH,1.0,3.7300893571522535,0.6216815595253756,0.3108407797626878,0.3730089357152253,2,10,1,1,0.3125,0.0,1.0,0.0,0.0625,0.3125,C5,C3,32,30,0.0016241255190001,1.0,2.937984466552734,10.0,0.0,0.0,0.0,0.0,98.0012,0.0,-32.81610492701483,-1.025503277778625,464.0549909679391,151.66096712846473,0.3960415175142634,615.7159580964036,31.480439756370743,0.5142186000107901,40.28505706787109,19.55172348022461,20.73333358764648,-6.92702556111891,-273.21154327122383,-311.6190085887135,-0.0112503589845795,-304.6919830275946,49.86075949367088,0.5724286139011383,16.0,0.0,0.3333333333333333,0.7536835530504169,0.2463164469495834,0.0,0.1666666666666666,0.4666666666666667,5.0,0.1555908429717698,173.7315299999999,0.7022980451583862,-2.2670309821646697,-0.1371103677439578,325.8112981759141,327.9412187903348,325.67418780817013,14.0
